g,h,Value
C42,block113,4771
C42,block114,5418
C42,block115,5012
C42,block116,3402
C42,block117,3525
C42,block118,2982
C42,block119,4721
C42,block12,5566
C42,block120,2807
C42,block121,3726
C42,block122,4031
C42,block123,6176
C42,block124,6187
C42,block125,7079
C42,block126,5730
C42,block127,3952
C42,block128,4885
C42,block129,6979
C42,block13,5143
C42,block130,4750
C42,block131,7037
C42,block132,7234
C42,block133,7973
C42,block134,1364
C42,block135,5315
C42,block14,5948
C42,block15,5953
C42,block16,5549
C42,block17,4744
C42,block18,4326
C42,block19,4393
C42,block2,7889
C42,block20,4278
C42,block21,5682
C42,block22,4650
C42,block23,4028
C42,block24,4974
C42,block25,4432
C42,block26,3318
C42,block27,3855
C42,block28,4192
C42,block29,4059
C42,block3,6703
C42,block30,3562
C42,block31,3542
C42,block32,2901
C42,block33,3164
C42,block34,2574
C42,block35,2219
C42,block36,1849
C42,block37,2604
C42,block38,2729
C42,block39,2444
C42,block4,6200
C42,block40,1606
C42,block41,2537
C42,block42,3779
C42,block43,3171
C42,block44,2768
C42,block45,3763
C42,block46,3087
C42,block47,2839
C42,block48,2188
C42,block49,1689
C42,block5,6229
C42,block50,1180
C42,block51,674
C42,block52,1865
C42,block53,980
C42,block54,1674
C42,block55,2903
C42,block56,2097
C42,block57,2605
C42,block58,3936
C42,block59,3474
C42,block6,5846
C42,block60,6034
C42,block61,6462
C42,block62,7286
C42,block63,7083
C42,block64,7558
C42,block65,6881
C42,block66,7252
C42,block67,4438
C42,block68,3256
C42,block69,3792
C42,block7,5905
C42,block70,3270
C42,block71,3663
C42,block72,3409
C42,block73,2575
C42,block74,3953
C42,block75,4298
C42,block76,3970
C42,block77,6041
C42,block78,5673
C42,block79,6274
C42,block8,6702
C42,block80,1755
C42,block81,2806
C42,block82,2712
C42,block83,3293
C42,block84,3470
C42,block85,5557
C42,block86,6811
C42,block87,5403
C42,block88,5249
C42,block89,2224
C42,block9,6164
C42,block90,656
C42,block91,2428
C42,block92,2647
C42,block93,3238
C42,block94,3112
C42,block95,3518
C42,block96,3649
C42,block97,6589
C42,block98,5962
C42,block99,3944
C42,C1,4740
C42,C10,3850
C42,C11,3470
C42,C12,7398
C42,C13,3927
C42,C14,1554
C42,C15,483
C42,C16,1726
C42,C17,3772
C42,C18,7870
C42,C19,2941
C42,C2,1580
C42,C20,6102
C42,C21,3017
C42,C22,5258
C42,C23,7686
C42,C24,3804
C42,C25,5689
C42,C26,5869
C42,C27,2400
C42,C28,3255
C42,C29,6061
C42,C3,5044
C42,C30,3845
C42,C31,3729
C42,C32,7666
C42,C33,3421
C42,C34,5657
C42,C35,7530
C42,C36,2429
C42,C37,6996
C42,C38,2690
C42,C39,7122
C42,C4,1302
C42,C40,2201
C42,C41,4214
C42,C42,0
C42,C43,4112
C42,C44,4666
C42,C45,6814
C42,C46,3809
C42,C47,3889
C42,C48,4588
C42,C49,7956
C42,C5,2236
C42,C50,3388
C42,C51,2252
C42,C52,1207
C42,C53,3534
C42,C54,9118
C42,C6,4192
C42,C7,3260
C42,C8,2487
C42,C9,7406
C43,block1,5005
C43,block10,5484
C43,block100,8055
C43,block101,8446
C43,block102,7503
C43,block103,9949
C43,block104,9800
C43,block105,11664
C43,block106,10743
C43,block107,8862
C43,block108,9100
C43,block109,10024
C43,block11,5803
C43,block110,4146
C43,block111,4276
C43,block112,4739
C43,block113,4908
C43,block114,5691
C43,block115,5568
C43,block116,5333
C43,block117,4811
C43,block118,4809
C43,block119,5149
C43,block12,6752
C43,block120,5919
C43,block121,7266
C43,block122,7023
C43,block123,7742
C43,block124,8233
C43,block125,8572
C43,block126,3056
C43,block127,1277
C43,block128,4286
C43,block129,9234
C43,block13,6729
C43,block130,7742
C43,block131,8202
C43,block132,9198
C43,block133,9012
C43,block134,4784
C43,block135,7696
C43,block14,3274
C43,block15,3842
C43,block16,5160
C43,block17,4769
C43,block18,5059
C43,block19,5741
C43,block2,5615
C43,block20,6155
C43,block21,3501
C43,block22,4181
C43,block23,3568
C43,block24,2379
C43,block25,3164
C43,block26,4466
C43,block27,5003
C43,block28,1524
C43,block29,1892
C43,block3,6828
C43,block30,2837
C43,block31,1999
C43,block32,2508
C43,block33,3564
C43,block34,3182
C43,block35,3105
C43,block36,3473
C43,block37,4408
C43,block38,3877
C43,block39,3592
C43,block4,6589
C43,block40,3959
C43,block41,2329
C43,block42,572
C43,block43,1144
C43,block44,2002
C43,block45,900
C43,block46,1468
C43,block47,1982
C43,block48,2493
C43,block49,3225
C43,block5,8129
C43,block50,3292
C43,block51,4142
C43,block52,2607
C43,block53,3717
C43,block54,3563
C43,block55,2532
C43,block56,3109
C43,block57,3653
C43,block58,3357
C43,block59,3655
C43,block6,6316
C43,block60,8485
C43,block61,8745
C43,block62,10131
C43,block63,9929
C43,block64,10644
C43,block65,9967
C43,block66,10338
C43,block67,6819
C43,block68,5381
C43,block69,7058
C43,block7,7445
C43,block70,6888
C43,block71,7269
C43,block72,6850
C43,block73,6241
C43,block74,7358
C43,block75,7564
C43,block76,7636
C43,block77,8803
C43,block78,8938
C43,block79,9539
C43,block8,4551
C43,block80,5867
C43,block81,6919
C43,block82,6824
C43,block83,7405
C43,block84,7582
C43,block85,8897
C43,block86,9689
C43,block87,9515
C43,block88,9361
C43,block89,5454
C43,block9,4969
C43,block90,4115
C43,block91,5438
C43,block92,6760
C43,block93,6715
C43,block94,7224
C43,block95,7631
C43,block96,7762
C43,block97,11088
C43,block98,9790
C43,block99,7131
C43,C1,7190
C43,C10,6841
C43,C11,5071
C43,C12,4912
C43,C13,3366
C43,C14,4287
C43,C15,4595
C43,C16,3993
C43,C17,5408
C43,C18,9568
C43,C19,4086
C43,C2,4875
C43,C20,5814
C43,C21,2737
C43,C22,3742
C43,C23,8993
C43,C24,7916
C43,C25,9802
C43,C26,9981
C43,C27,1765
C43,C28,7368
C43,C29,7672
C43,C3,5377
C43,C30,7111
C43,C31,5271
C43,C32,10851
C43,C33,1768
C43,C34,7061
C43,C35,5044
C43,C36,2164
C43,C37,8651
C43,C38,6803
C43,C39,10517
C43,C4,5114
C43,C40,6313
C43,C41,921
C43,C42,4112
C43,C43,0
C43,C44,6071
C43,C45,9901
C43,C46,6920
C43,C47,7287
C43,C48,8065
C43,C49,11043
C43,C5,2814
C43,C50,7501
C43,C51,3679
C43,C52,5057
C43,C53,5170
C43,C54,11709
C43,C6,2815
C43,C7,5274
C43,C8,6599
C43,C9,6411
C44,block1,3140
C44,block10,1449
C44,block100,10029
C44,block101,10420
C44,block102,10025
C44,block103,11566
C44,block104,11156
C44,block105,12712
C44,block106,11791
C44,block107,12615
C44,block108,12853
C44,block109,13777
C44,block11,1032
C44,block110,9387
C44,block111,8289
C44,block112,13665
C44,block113,8988
C44,block114,12160
C44,block115,11754
C44,block116,10862
C44,block117,11012
C44,block118,9724
C44,block119,11463
C44,block12,1359
C44,block120,9455
C44,block121,10094
C44,block122,10773
C44,block123,11627
C44,block124,11637
C44,block125,12530
C44,block126,3015
C44,block127,5126
C44,block128,9526
C44,block129,12430
C44,block13,658
C44,block130,12756
C44,block131,12488
C44,block132,12685
C44,block133,13424
C44,block134,4448
C44,block135,1857
C44,block14,2587
C44,block15,2303
C44,block16,1560
C44,block17,1061
C44,block18,778
C44,block19,720
C44,block2,3538
C44,block20,793
C44,block21,2862
C44,block22,2293
C44,block23,2505
C44,block24,3422
C44,block25,3276
C44,block26,1746
C44,block27,1575
C44,block28,4808
C44,block29,3895
C44,block3,2379
C44,block30,3243
C44,block31,4851
C44,block32,4121
C44,block33,2264
C44,block34,2651
C44,block35,3130
C44,block36,3531
C44,block37,2944
C44,block38,2538
C44,block39,3614
C44,block4,1848
C44,block40,3628
C44,block41,4858
C44,block42,5696
C44,block43,5492
C44,block44,5191
C44,block45,6853
C44,block46,5754
C44,block47,5628
C44,block48,5438
C44,block49,4238
C44,block5,2006
C44,block50,4006
C44,block51,4119
C44,block52,5173
C44,block53,6284
C44,block54,6130
C44,block55,6215
C44,block56,6090
C44,block57,6523
C44,block58,8153
C44,block59,7691
C44,block6,1495
C44,block60,2414
C44,block61,2674
C44,block62,4061
C44,block63,3858
C44,block64,6039
C44,block65,5362
C44,block66,5733
C44,block67,1684
C44,block68,2395
C44,block69,4916
C44,block7,1689
C44,block70,4735
C44,block71,5253
C44,block72,5739
C44,block73,6088
C44,block74,6293
C44,block75,5400
C44,block76,6060
C44,block77,5317
C44,block78,6019
C44,block79,6373
C44,block8,2350
C44,block80,7223
C44,block81,6427
C44,block82,6434
C44,block83,6419
C44,block84,6798
C44,block85,5978
C44,block86,6770
C44,block87,7390
C44,block88,7661
C44,block89,8847
C44,block9,1812
C44,block90,5214
C44,block91,9170
C44,block92,8132
C44,block93,8689
C44,block94,8580
C44,block95,7656
C44,block96,8870
C44,block97,10229
C44,block98,9581
C44,block99,9395
C44,C1,1120
C44,C10,10592
C44,C11,10956
C44,C12,3047
C44,C13,8144
C44,C14,3603
C44,C15,4578
C44,C16,6284
C44,C17,10514
C44,C18,13321
C44,C19,2397
C44,C2,8347
C44,C20,1778
C44,C21,3365
C44,C22,2626
C44,C23,13137
C44,C24,8439
C44,C25,6528
C44,C26,9488
C44,C27,5638
C44,C28,7182
C44,C29,1709
C44,C3,693
C44,C30,5113
C44,C31,1116
C44,C32,4441
C44,C33,4079
C44,C34,1306
C44,C35,3179
C44,C36,5290
C44,C37,12447
C44,C38,8701
C44,C39,10761
C44,C4,7872
C44,C40,8152
C44,C41,5388
C44,C42,4685
C44,C43,6071
C44,C44,0
C44,C45,5295
C44,C46,10440
C44,C47,10256
C44,C48,10039
C44,C49,6437
C44,C5,6229
C44,C50,9482
C44,C51,6245
C44,C52,7577
C44,C53,10276
C44,C54,12758
C44,C6,8055
C44,C7,10003
C44,C8,8431
C44,C9,3055
C45,block1,8421
C45,block10,6730
C45,block100,7945
C45,block101,6867
C45,block102,8197
C45,block103,9045
C45,block104,8635
C45,block105,10191
C45,block106,9270
C45,block107,11784
C45,block108,10106
C45,block109,9803
C45,block11,6313
C45,block110,11797
C45,block111,11124
C45,block112,12001
C45,block113,11354
C45,block114,11329
C45,block115,10923
C45,block116,10031
C45,block117,10181
C45,block118,8893
C45,block119,10632
C45,block12,5774
C45,block120,8624
C45,block121,9263
C45,block122,9942
C45,block123,10796
C45,block124,10806
C45,block125,11698
C45,block126,7323
C45,block127,8961
C45,block128,11937
C45,block129,11599
C45,block13,5356
C45,block130,11925
C45,block131,11657
C45,block132,11854
C45,block133,12593
C45,block134,6236
C45,block135,4161
C45,block14,7869
C45,block15,7585
C45,block16,6841
C45,block17,6342
C45,block18,6060
C45,block19,5012
C45,block2,8874
C45,block20,4598
C45,block21,6748
C45,block22,6136
C45,block23,6348
C45,block24,7300
C45,block25,7162
C45,block26,5251
C45,block27,4705
C45,block28,8145
C45,block29,7781
C45,block3,8561
C45,block30,7086
C45,block31,8682
C45,block32,7390
C45,block33,6136
C45,block34,6463
C45,block35,6708
C45,block36,6825
C45,block37,5405
C45,block38,5857
C45,block39,6056
C45,block4,7130
C45,block40,6343
C45,block41,8128
C45,block42,9078
C45,block43,8539
C45,block44,8282
C45,block45,9630
C45,block46,8953
C45,block47,8897
C45,block48,8707
C45,block49,7204
C45,block5,6437
C45,block50,6980
C45,block51,6763
C45,block52,7665
C45,block53,8096
C45,block54,8499
C45,block55,9484
C45,block56,9359
C45,block57,9430
C45,block58,11489
C45,block59,11120
C45,block6,6776
C45,block60,6123
C45,block61,4140
C45,block62,4139
C45,block63,4447
C45,block64,1404
C45,block65,727
C45,block66,1441
C45,block67,3854
C45,block68,4291
C45,block69,3312
C45,block7,6113
C45,block70,4206
C45,block71,3649
C45,block72,4135
C45,block73,4718
C45,block74,3772
C45,block75,2968
C45,block76,3539
C45,block77,2317
C45,block78,2762
C45,block79,3373
C45,block8,7632
C45,block80,6392
C45,block81,4921
C45,block82,4830
C45,block83,4816
C45,block84,4277
C45,block85,3381
C45,block86,4720
C45,block87,4362
C45,block88,5787
C45,block89,8016
C45,block9,7094
C45,block90,7483
C45,block91,8339
C45,block92,7300
C45,block93,7858
C45,block94,5772
C45,block95,5135
C45,block96,6349
C45,block97,7708
C45,block98,7060
C45,block99,8564
C45,C1,4423
C45,C10,9761
C45,C11,10125
C45,C12,8329
C45,C13,11480
C45,C14,5392
C45,C15,6366
C45,C16,8551
C45,C17,9683
C45,C18,9347
C45,C19,5686
C45,C2,7516
C45,C20,7059
C45,C21,7207
C45,C22,6512
C45,C23,12306
C45,C24,5918
C45,C25,3907
C45,C26,6967
C45,C27,8530
C45,C28,4661
C45,C29,6991
C45,C3,5975
C45,C30,3509
C45,C31,4989
C45,C32,3752
C45,C33,7910
C45,C34,6337
C45,C35,8460
C45,C36,8559
C45,C37,11616
C45,C38,7869
C45,C39,8241
C45,C4,7041
C45,C40,7321
C45,C41,9223
C45,C42,6896
C45,C43,9979
C45,C44,5281
C45,C45,0
C45,C46,9609
C45,C47,9425
C45,C48,7435
C45,C49,3437
C45,C5,9498
C45,C50,6493
C45,C51,9514
C45,C52,6745
C45,C53,9445
C45,C54,10237
C45,C6,12178
C45,C7,9171
C45,C8,7600
C45,C9,8391
C46,block1,16172
C46,block10,14560
C46,block100,2860
C46,block101,3557
C46,block102,2311
C46,block103,3029
C46,block104,2880
C46,block105,4744
C46,block106,3823
C46,block107,1942
C46,block108,2180
C46,block109,3105
C46,block11,14143
C46,block110,6068
C46,block111,5396
C46,block112,7256
C46,block113,5625
C46,block114,5735
C46,block115,5328
C46,block116,4436
C46,block117,4453
C46,block118,3164
C46,block119,5037
C46,block12,13603
C46,block120,1987
C46,block121,346
C46,block122,949
C46,block123,1178
C46,block124,1670
C46,block125,2009
C46,block126,8857
C46,block127,7079
C46,block128,6208
C46,block129,2463
C46,block13,13185
C46,block130,2789
C46,block131,2521
C46,block132,2718
C46,block133,3457
C46,block134,4886
C46,block135,11991
C46,block14,9075
C46,block15,9182
C46,block16,14671
C46,block17,8284
C46,block18,8078
C46,block19,8214
C46,block2,15501
C46,block20,7800
C46,block21,8911
C46,block22,7881
C46,block23,7259
C46,block24,7795
C46,block25,7661
C46,block26,7245
C46,block27,7435
C46,block28,7320
C46,block29,7122
C46,block3,15188
C46,block30,6762
C46,block31,6669
C46,block32,5894
C46,block33,6916
C46,block34,5982
C46,block35,5626
C46,block36,5252
C46,block37,6125
C46,block38,6495
C46,block39,5740
C46,block4,14399
C46,block40,5358
C46,block41,5066
C46,block42,6766
C46,block43,6093
C46,block44,5571
C46,block45,6682
C46,block46,6006
C46,block47,5893
C46,block48,5077
C46,block49,4602
C46,block5,13607
C46,block50,4474
C46,block51,4426
C46,block52,4465
C46,block53,3768
C46,block54,4213
C46,block55,5980
C46,block56,5095
C46,block57,4962
C46,block58,5761
C46,block59,5391
C46,block6,14682
C46,block60,12751
C46,block61,11094
C46,block62,11917
C46,block63,11715
C46,block64,12190
C46,block65,11513
C46,block66,9745
C46,block67,10828
C46,block68,6778
C46,block69,8631
C46,block7,13926
C46,block70,8000
C46,block71,8393
C46,block72,7913
C46,block73,7305
C46,block74,7216
C46,block75,8127
C46,block76,7478
C46,block77,8512
C46,block78,8647
C46,block79,9248
C46,block8,15462
C46,block80,4536
C46,block81,7644
C46,block82,5493
C46,block83,6905
C46,block84,6573
C46,block85,8028
C46,block86,9156
C46,block87,7873
C46,block88,8223
C46,block89,1624
C46,block9,14924
C46,block90,3261
C46,block91,2155
C46,block92,3982
C46,block93,2793
C46,block94,4882
C46,block95,5737
C46,block96,4722
C46,block97,5096
C46,block98,4902
C46,block99,2134
C46,C1,12253
C46,C10,2436
C46,C11,4397
C46,C12,10714
C46,C13,5752
C46,C14,5076
C46,C15,4004
C46,C16,4265
C46,C17,4089
C46,C18,2648
C46,C19,6510
C46,C2,2156
C46,C20,15159
C46,C21,6251
C46,C22,8487
C46,C23,3170
C46,C24,4938
C46,C25,8153
C46,C26,6899
C46,C27,5319
C46,C28,6767
C46,C29,13903
C46,C3,13804
C46,C30,8730
C46,C31,7481
C46,C32,12298
C46,C33,6532
C46,C34,14166
C46,C35,16133
C46,C36,5348
C46,C37,2088
C46,C38,3618
C46,C39,3315
C46,C4,2614
C46,C40,3729
C46,C41,7341
C46,C42,3877
C46,C43,7032
C46,C44,13111
C46,C45,11446
C46,C46,0
C46,C47,368
C46,C48,3176
C46,C49,9942
C46,C5,5290
C46,C50,4400
C46,C51,5147
C46,C52,3075
C46,C53,3716
C46,C54,4790
C46,C6,6450
C46,C7,3443
C46,C8,3821
C46,C9,15018
C47,block1,16015
C47,block10,14403
C47,block100,2676
C47,block101,3373
C47,block102,2127
C47,block103,2661
C47,block104,2512
C47,block105,4376
C47,block106,3455
C47,block107,1574
C47,block108,1813
C47,block109,2737
C47,block11,13986
C47,block110,6470
C47,block111,5797
C47,block112,6674
C47,block113,6026
C47,block114,6235
C47,block115,5829
C47,block116,4937
C47,block117,4854
C47,block118,3566
C47,block119,5538
C47,block12,13447
C47,block120,2455
C47,block121,163
C47,block122,1316
C47,block123,1546
C47,block124,1958
C47,block125,2297
C47,block126,9259
C47,block127,7480
C47,block128,6609
C47,block129,2751
C47,block13,13029
C47,block130,3077
C47,block131,2809
C47,block132,3006
C47,block133,3745
C47,block134,4702
C47,block135,11834
C47,block14,9477
C47,block15,15258
C47,block16,14514
C47,block17,8312
C47,block18,7894
C47,block19,8030
C47,block2,15345
C47,block20,7616
C47,block21,9250
C47,block22,8218
C47,block23,7597
C47,block24,8542
C47,block25,8001
C47,block26,7062
C47,block27,7251
C47,block28,7721
C47,block29,7628
C47,block3,15032
C47,block30,7130
C47,block31,7070
C47,block32,6469
C47,block33,6732
C47,block34,6143
C47,block35,5787
C47,block36,5417
C47,block37,5942
C47,block38,6312
C47,block39,5556
C47,block4,14243
C47,block40,5174
C47,block41,5468
C47,block42,7167
C47,block43,6494
C47,block44,5972
C47,block45,7084
C47,block46,6407
C47,block47,6506
C47,block48,5435
C47,block49,5003
C47,block5,13451
C47,block50,4875
C47,block51,4242
C47,block52,4866
C47,block53,4169
C47,block54,4572
C47,block55,6381
C47,block56,5496
C47,block57,5363
C47,block58,6162
C47,block59,5792
C47,block6,14525
C47,block60,12594
C47,block61,10937
C47,block62,11761
C47,block63,11558
C47,block64,12033
C47,block65,11356
C47,block66,9561
C47,block67,10672
C47,block68,6594
C47,block69,8474
C47,block7,13770
C47,block70,7843
C47,block71,8236
C47,block72,7756
C47,block73,7148
C47,block74,7032
C47,block75,7943
C47,block76,7294
C47,block77,8328
C47,block78,8463
C47,block79,9064
C47,block8,15305
C47,block80,6245
C47,block81,7487
C47,block82,7202
C47,block83,6721
C47,block84,6389
C47,block85,7844
C47,block86,8972
C47,block87,7689
C47,block88,8039
C47,block89,2056
C47,block9,14767
C47,block90,3662
C47,block91,2591
C47,block92,3798
C47,block93,2609
C47,block94,4698
C47,block95,5553
C47,block96,4538
C47,block97,4912
C47,block98,4718
C47,block99,1950
C47,C1,12096
C47,C10,2937
C47,C11,4798
C47,C12,16002
C47,C13,6153
C47,C14,4892
C47,C15,3821
C47,C16,4624
C47,C17,4589
C47,C18,2280
C47,C19,6327
C47,C2,2558
C47,C20,15003
C47,C21,6586
C47,C22,8826
C47,C23,3458
C47,C24,4754
C47,C25,7969
C47,C26,6715
C47,C27,5720
C47,C28,6583
C47,C29,13747
C47,C3,13648
C47,C30,8574
C47,C31,7297
C47,C32,12141
